area,response,var,label,estimate,ci,pd,ps,bf,ess,rhat
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoS] x [Education level: Cubic],"$\beta$ = -1.2, CI~95%~[-3.54, 1.11], pd = 84.1%, ps = 82%, BF~10~ = 0.68",-1.2,"[-3.54, 1.11]",0.841,0.82,0.68,8468,1.001
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.43, CI~95%~[-0.28, 1.15], pd = 87.6%, ps = 81.6%, BF~10~ = 0.25",0.43,"[-0.28, 1.15]",0.876,0.816,0.25,14271,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.61, CI~95%~[-1.45, 0.22], pd = 92.6%, ps = 88.8%, BF~10~ = 0.41",-0.61,"[-1.45, 0.22]",0.926,0.888,0.41,13368.2,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoS] x [Sex: Female],"$\beta$ = -0.35, CI~95%~[-0.93, 0.16], pd = 90%, ps = 82.1%, BF~10~ = 0.21",-0.35,"[-0.93, 0.16]",0.9,0.821,0.21,12813.6,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoV] x [Age],"$\beta$ = -0.1, CI~95%~[-0.34, 0.11], pd = 80.2%, ps = 48.5%, BF~10~ = 0.05",-0.1,"[-0.34, 0.11]",0.802,0.485,0.05,14380.3,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoV] x [Education level: Linear],"$\beta$ = -1.41, CI~95%~[-3.78, 0.93], pd = 87.6%, ps = 85.8%, BF~10~ = 0.76",-1.41,"[-3.78, 0.93]",0.876,0.858,0.76,9201.4,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.34, CI~95%~[-0.34, 1.01], pd = 84.2%, ps = 76.1%, BF~10~ = 0.19",0.34,"[-0.34, 1.01]",0.842,0.761,0.19,14231.2,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.74, CI~95%~[-1.37, -0.09], pd = 98.8%, ps = 97.4%, BF~10~ = 1.31",-0.74,"[-1.37, -0.09]",0.988,0.974,1.31,12228.1,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.67, CI~95%~[-0.15, 1.47], pd = 94.5%, ps = 91.2%, BF~10~ = 0.47",0.67,"[-0.15, 1.47]",0.945,0.912,0.47,12401.9,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV Severity Score],"$\beta$ = 0.53, CI~95%~[-0.33, 1.41], pd = 88.5%, ps = 84%, BF~10~ = 0.32",0.53,"[-0.33, 1.41]",0.885,0.84,0.32,8057.7,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = -1.08, CI~95%~[-3.5, 1.53], pd = 80.3%, ps = 78.1%, BF~10~ = 0.62",-1.08,"[-3.5, 1.53]",0.803,0.781,0.62,8017.4,1.001
Laboratory and Cellular,Lymphocytes CD56+,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.53, CI~95%~[-1.22, 0.17], pd = 93.3%, ps = 88.7%, BF~10~ = 0.36",-0.53,"[-1.22, 0.17]",0.933,0.887,0.36,12756.2,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.35, CI~95%~[-0.93, 0.22], pd = 88.3%, ps = 80.4%, BF~10~ = 0.19",-0.35,"[-0.93, 0.22]",0.883,0.804,0.19,10526.7,1
Laboratory and Cellular,Lymphocytes CD56+,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.34, CI~95%~[-0.18, 0.83], pd = 90.7%, ps = 82.5%, BF~10~ = 0.21",0.34,"[-0.18, 0.83]",0.907,0.825,0.21,12933.4,1
Laboratory and Cellular,Lymphocytes CD56+,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.4, CI~95%~[-0.94, 0.11], pd = 93%, ps = 86.6%, BF~10~ = 0.25",-0.4,"[-0.94, 0.11]",0.93,0.866,0.25,12606.4,1
Laboratory and Cellular,Lymphocytes CD56+,[Sex: Female],"$\beta$ = -0.8, CI~95%~[-1.23, -0.36], pd = 100%, ps = 99.9%, BF~10~ = 53.66",-0.8,"[-1.23, -0.36]",1,0.999,53.66,12827.8,1
Laboratory and Cellular,Lymphocytes CD8+,[Age],"$\beta$ = -0.19, CI~95%~[-0.47, 0.08], pd = 91.4%, ps = 73.9%, BF~10~ = 0.11",-0.19,"[-0.47, 0.08]",0.914,0.739,0.11,10680.3,1
Laboratory and Cellular,Lymphocytes CD8+,[Fatigue scale],"$\beta$ = 0.11, CI~95%~[-0.1, 0.33], pd = 84.5%, ps = 55%, BF~10~ = 0.06",0.11,"[-0.1, 0.33]",0.845,0.55,0.06,14438.5,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV NoS],"$\beta$ = 0.46, CI~95%~[-0.56, 1.43], pd = 81.5%, ps = 75.6%, BF~10~ = 0.25",0.46,"[-0.56, 1.43]",0.815,0.756,0.25,8793,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV NoS] x [Age],"$\beta$ = 0.18, CI~95%~[-0.21, 0.56], pd = 83.2%, ps = 66.4%, BF~10~ = 0.1",0.18,"[-0.21, 0.56]",0.832,0.664,0.1,10405.5,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV NoV],"$\beta$ = -0.76, CI~95%~[-1.9, 0.3], pd = 91.3%, ps = 88.2%, BF~10~ = 0.48",-0.76,"[-1.9, 0.3]",0.913,0.882,0.48,8655.6,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV NoV] x [Education level: Cubic],"$\beta$ = 1.03, CI~95%~[-1.05, 3.15], pd = 83.4%, ps = 80.8%, BF~10~ = 0.56",1.03,"[-1.05, 3.15]",0.834,0.808,0.56,9337.9,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV NoV] x [Fatigue scale],"$\beta$ = 0.21, CI~95%~[-0.05, 0.48], pd = 94.1%, ps = 79.3%, BF~10~ = 0.15",0.21,"[-0.05, 0.48]",0.941,0.793,0.15,14306.7,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.45, CI~95%~[-1.19, 0.28], pd = 88.7%, ps = 82.6%, BF~10~ = 0.25",-0.45,"[-1.19, 0.28]",0.887,0.826,0.25,14970,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV NoV] x [Sex: Female],"$\beta$ = 0.5, CI~95%~[-0.03, 1.05], pd = 96.6%, ps = 92.7%, BF~10~ = 0.47",0.5,"[-0.03, 1.05]",0.966,0.927,0.47,12965.2,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV Severity Score] x [Age],"$\beta$ = -0.35, CI~95%~[-0.71, 0.01], pd = 97.3%, ps = 91.6%, BF~10~ = 0.36",-0.35,"[-0.71, 0.01]",0.973,0.916,0.36,10433.6,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.32, CI~95%~[-0.47, 1.04], pd = 80.2%, ps = 72%, BF~10~ = 0.18",0.32,"[-0.47, 1.04]",0.802,0.72,0.18,11981.9,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.36, CI~95%~[-0.34, 1.04], pd = 85%, ps = 76.9%, BF~10~ = 0.2",0.36,"[-0.34, 1.04]",0.85,0.769,0.2,11885.4,1
Laboratory and Cellular,Lymphocytes CD8+,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.77, CI~95%~[-1.84, 0.36], pd = 91.8%, ps = 88.7%, BF~10~ = 0.47",-0.77,"[-1.84, 0.36]",0.918,0.887,0.47,12849.8,1
Laboratory and Cellular,Lymphocytes CD8+,[Pathologies: Diabetes (Yes)],"$\beta$ = -0.35, CI~95%~[-1.12, 0.4], pd = 81.7%, ps = 73.8%, BF~10~ = 0.19",-0.35,"[-1.12, 0.4]",0.817,0.738,0.19,11749.3,1
Laboratory and Cellular,Lymphocytes CD8+,[Sex: Female],"$\beta$ = -0.27, CI~95%~[-0.76, 0.2], pd = 87.5%, ps = 76.1%, BF~10~ = 0.15",-0.27,"[-0.76, 0.2]",0.875,0.761,0.15,12011.2,1.001
Laboratory and Cellular,Monocytes,[Age],"$\beta$ = 0.25, CI~95%~[-0.01, 0.48], pd = 97.7%, ps = 88.4%, BF~10~ = 0.28",0.25,"[-0.01, 0.48]",0.977,0.884,0.28,11520.5,1
Laboratory and Cellular,Monocytes,[Fatigue scale],"$\beta$ = -0.14, CI~95%~[-0.34, 0.06], pd = 92.2%, ps = 66.8%, BF~10~ = 0.1",-0.14,"[-0.34, 0.06]",0.922,0.668,0.1,13826,1
Laboratory and Cellular,Monocytes,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.13, CI~95%~[-0.08, 0.36], pd = 87.2%, ps = 59.8%, BF~10~ = 0.07",0.13,"[-0.08, 0.36]",0.872,0.598,0.07,12605.3,1
Laboratory and Cellular,Monocytes,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.85, CI~95%~[-0.01, 1.6], pd = 97.7%, ps = 96.3%, BF~10~ = 1.04",0.85,"[-0.01, 1.6]",0.977,0.963,1.04,13149.4,1
Laboratory and Cellular,Monocytes,[PCOV NoV] x [Education level: Cubic],"$\beta$ = -1.03, CI~95%~[-3.18, 0.97], pd = 83.4%, ps = 80.9%, BF~10~ = 0.56",-1.03,"[-3.18, 0.97]",0.834,0.809,0.56,9312.7,1
Laboratory and Cellular,Monocytes,[PCOV NoV] x [Education level: Linear],"$\beta$ = -1.66, CI~95%~[-4, 0.68], pd = 91.4%, ps = 90%, BF~10~ = 0.99",-1.66,"[-4, 0.68]",0.914,0.9,0.99,9557,1
Laboratory and Cellular,Monocytes,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = 1.2, CI~95%~[-1.52, 3.7], pd = 82.5%, ps = 80.5%, BF~10~ = 0.72",1.2,"[-1.52, 3.7]",0.825,0.805,0.72,10121.9,1
Laboratory and Cellular,Monocytes,[PCOV NoV] x [Sex: Female],"$\beta$ = -0.27, CI~95%~[-0.75, 0.21], pd = 85.8%, ps = 74.8%, BF~10~ = 0.14",-0.27,"[-0.75, 0.21]",0.858,0.748,0.14,13469.8,1
Laboratory and Cellular,Monocytes,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.12, CI~95%~[-0.34, 0.11], pd = 84.7%, ps = 56.4%, BF~10~ = 0.06",-0.12,"[-0.34, 0.11]",0.847,0.564,0.06,12464.1,1
Laboratory and Cellular,Monocytes,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.3, CI~95%~[-0.24, 0.9], pd = 85.1%, ps = 75.9%, BF~10~ = 0.16",0.3,"[-0.24, 0.9]",0.851,0.759,0.16,11662.7,1
Laboratory and Cellular,Monocytes,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.43, CI~95%~[-0.22, 1.1], pd = 89.3%, ps = 83.1%, BF~10~ = 0.25",0.43,"[-0.22, 1.1]",0.893,0.831,0.25,11009.1,1
Laboratory and Cellular,Monocytes,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.34, CI~95%~[-1.14, 0.43], pd = 80.3%, ps = 72.5%, BF~10~ = 0.19",-0.34,"[-1.14, 0.43]",0.803,0.725,0.19,12247.5,1
Laboratory and Cellular,Monocytes,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.3, CI~95%~[-0.8, 0.25], pd = 87%, ps = 77.7%, BF~10~ = 0.17",-0.3,"[-0.8, 0.25]",0.87,0.777,0.17,11432,1
Laboratory and Cellular,Monocytes,[Sex: Female],"$\beta$ = -0.47, CI~95%~[-0.9, -0.05], pd = 98.4%, ps = 95.6%, BF~10~ = 0.72",-0.47,"[-0.9, -0.05]",0.984,0.956,0.72,12974.9,1
Laboratory and Cellular,Phosphorus,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.16, CI~95%~[-0.11, 0.41], pd = 87.7%, ps = 66.8%, BF~10~ = 0.09",0.16,"[-0.11, 0.41]",0.877,0.668,0.09,13037.8,1.001
Laboratory and Cellular,Phosphorus,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.9, CI~95%~[-1.77, -0.07], pd = 98%, ps = 96.7%, BF~10~ = 1.25",-0.9,"[-1.77, -0.07]",0.98,0.967,1.25,12398.6,1
Laboratory and Cellular,Phosphorus,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.98, CI~95%~[0.01, 1.94], pd = 97.5%, ps = 96%, BF~10~ = 1.05",0.98,"[0.01, 1.94]",0.975,0.96,1.05,10730.8,1
Laboratory and Cellular,Phosphorus,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.14, CI~95%~[-0.43, 0.11], pd = 85%, ps = 62.5%, BF~10~ = 0.08",-0.14,"[-0.43, 0.11]",0.85,0.625,0.08,14002.8,1.001
Laboratory and Cellular,Phosphorus,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.86, CI~95%~[0.09, 1.69], pd = 98.1%, ps = 96.8%, BF~10~ = 1.17",0.86,"[0.09, 1.69]",0.981,0.968,1.17,11857.2,1
Laboratory and Cellular,Phosphorus,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.81, CI~95%~[-1.94, 0.38], pd = 90.7%, ps = 87.7%, BF~10~ = 0.47",-0.81,"[-1.94, 0.38]",0.907,0.877,0.47,11792.1,1
Laboratory and Cellular,Phosphorus,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.53, CI~95%~[-0.31, 1.32], pd = 89.8%, ps = 85.3%, BF~10~ = 0.32",0.53,"[-0.31, 1.32]",0.898,0.853,0.32,11977.3,1
Laboratory and Cellular,Phosphorus,[Pathologies: Hypertension (Yes)],"$\beta$ = 0.4, CI~95%~[-0.21, 1.02], pd = 89.6%, ps = 82.5%, BF~10~ = 0.23",0.4,"[-0.21, 1.02]",0.896,0.825,0.23,13825.9,1
Laboratory and Cellular,Phosphorus,[Pathologies: Obesity (Yes)],"$\beta$ = -0.97, CI~95%~[-1.94, 0.05], pd = 97%, ps = 95.4%, BF~10~ = 0.93",-0.97,"[-1.94, 0.05]",0.97,0.954,0.93,11663.3,1
Laboratory and Cellular,Phosphorus,[Sex: Female],"$\beta$ = 0.34, CI~95%~[-0.16, 0.86], pd = 90.9%, ps = 82.4%, BF~10~ = 0.21",0.34,"[-0.16, 0.86]",0.909,0.824,0.21,12811.6,1
Laboratory and Cellular,Platelets,[Age],"$\beta$ = -0.16, CI~95%~[-0.43, 0.12], pd = 86.3%, ps = 65.1%, BF~10~ = 0.09",-0.16,"[-0.43, 0.12]",0.863,0.651,0.09,11322.6,1
Laboratory and Cellular,Platelets,[Education level: Cubic],"$\beta$ = -1.37, CI~95%~[-3.45, 0.72], pd = 90.2%, ps = 88.5%, BF~10~ = 0.83",-1.37,"[-3.45, 0.72]",0.902,0.885,0.83,8932.8,1
Laboratory and Cellular,Platelets,[Education level: Quadratic],"$\beta$ = 1.05, CI~95%~[-1.24, 3.26], pd = 81.9%, ps = 79.6%, BF~10~ = 0.58",1.05,"[-1.24, 3.26]",0.819,0.796,0.58,10378.1,1
Laboratory and Cellular,Platelets,[PCOV NoS],"$\beta$ = 0.45, CI~95%~[-0.56, 1.48], pd = 81.7%, ps = 76%, BF~10~ = 0.26",0.45,"[-0.56, 1.48]",0.817,0.76,0.26,9505.4,1
Laboratory and Cellular,Platelets,[PCOV NoS] x [Age],"$\beta$ = -0.19, CI~95%~[-0.56, 0.2], pd = 83%, ps = 66.9%, BF~10~ = 0.11",-0.19,"[-0.56, 0.2]",0.83,0.669,0.11,11046,1
Laboratory and Cellular,Platelets,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.12, CI~95%~[-0.12, 0.37], pd = 82.6%, ps = 55.6%, BF~10~ = 0.07",0.12,"[-0.12, 0.37]",0.826,0.556,0.07,11764.6,1.001
Laboratory and Cellular,Platelets,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.45, CI~95%~[-0.32, 1.21], pd = 87.3%, ps = 81.4%, BF~10~ = 0.25",0.45,"[-0.32, 1.21]",0.873,0.814,0.25,12874.2,1
Laboratory and Cellular,Platelets,[PCOV NoV] x [Fatigue scale],"$\beta$ = 0.13, CI~95%~[-0.13, 0.39], pd = 83.2%, ps = 58.7%, BF~10~ = 0.07",0.13,"[-0.13, 0.39]",0.832,0.587,0.07,13713.2,1
Laboratory and Cellular,Platelets,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.56, CI~95%~[-1.28, 0.11], pd = 94.3%, ps = 90.1%, BF~10~ = 0.39",-0.56,"[-1.28, 0.11]",0.943,0.901,0.39,11926.7,1
Laboratory and Cellular,Platelets,[PCOV Severity Score],"$\beta$ = -0.59, CI~95%~[-1.5, 0.31], pd = 90.3%, ps = 86.3%, BF~10~ = 0.37",-0.59,"[-1.5, 0.31]",0.903,0.863,0.37,9251.5,1
Laboratory and Cellular,Platelets,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = 1.2, CI~95%~[-1.26, 3.85], pd = 82.6%, ps = 80.6%, BF~10~ = 0.68",1.2,"[-1.26, 3.85]",0.826,0.806,0.68,8995,1
Laboratory and Cellular,Platelets,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = -0.98, CI~95%~[-3.05, 1.05], pd = 83.2%, ps = 80.8%, BF~10~ = 0.57",-0.98,"[-3.05, 1.05]",0.832,0.808,0.57,10010.5,1
Laboratory and Cellular,Platelets,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.53, CI~95%~[-1.26, 0.23], pd = 92.1%, ps = 87.3%, BF~10~ = 0.34",-0.53,"[-1.26, 0.23]",0.921,0.873,0.34,13213,1
Laboratory and Cellular,Platelets,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.32, CI~95%~[-0.33, 0.95], pd = 83.8%, ps = 75.2%, BF~10~ = 0.18",0.32,"[-0.33, 0.95]",0.838,0.752,0.18,11726.3,1
Laboratory and Cellular,Platelets,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.32, CI~95%~[-0.25, 0.87], pd = 86.8%, ps = 77.4%, BF~10~ = 0.18",0.32,"[-0.25, 0.87]",0.868,0.774,0.18,12490.3,1
Laboratory and Cellular,Platelets,[Pathologies: Obesity (Yes)],"$\beta$ = -0.42, CI~95%~[-1.36, 0.52], pd = 80.1%, ps = 73.8%, BF~10~ = 0.23",-0.42,"[-1.36, 0.52]",0.801,0.738,0.23,13134.3,1
Laboratory and Cellular,Platelets,[Sex: Female],"$\beta$ = 0.28, CI~95%~[-0.22, 0.75], pd = 86.7%, ps = 76.5%, BF~10~ = 0.16",0.28,"[-0.22, 0.75]",0.867,0.765,0.16,12027.2,1
Laboratory and Cellular,Proteins,[Age],"$\beta$ = -0.24, CI~95%~[-0.54, 0.03], pd = 96%, ps = 84.6%, BF~10~ = 0.21",-0.24,"[-0.54, 0.03]",0.96,0.846,0.21,10139.1,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Age],"$\beta$ = -0.2, CI~95%~[-0.59, 0.2], pd = 83.6%, ps = 68.6%, BF~10~ = 0.11",-0.2,"[-0.59, 0.2]",0.836,0.686,0.11,9909.2,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.82, CI~95%~[-1.6, -0.03], pd = 98%, ps = 96.2%, BF~10~ = 0.96",-0.82,"[-1.6, -0.03]",0.98,0.962,0.96,11210.2,1
Laboratory and Cellular,Proteins,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.82, CI~95%~[-0.03, 1.66], pd = 97.1%, ps = 95.4%, BF~10~ = 0.88",0.82,"[-0.03, 1.66]",0.971,0.954,0.88,9561.7,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Age],"$\beta$ = -0.2, CI~95%~[-0.48, 0.05], pd = 93.6%, ps = 78.2%, BF~10~ = 0.14",-0.2,"[-0.48, 0.05]",0.936,0.782,0.14,13491.8,1
Laboratory and Cellular,Proteins,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.15, CI~95%~[-0.43, 0.12], pd = 85.9%, ps = 64.5%, BF~10~ = 0.08",-0.15,"[-0.43, 0.12]",0.859,0.645,0.08,13299.3,1.001
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.22, CI~95%~[-0.48, 0.04], pd = 94.9%, ps = 82.2%, BF~10~ = 0.16",-0.22,"[-0.48, 0.04]",0.949,0.822,0.16,13214.9,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.35, CI~95%~[-0.35, 1.09], pd = 83.1%, ps = 75.4%, BF~10~ = 0.19",0.35,"[-0.35, 1.09]",0.831,0.754,0.19,11508.2,1
Laboratory and Cellular,Proteins,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.3, CI~95%~[-0.27, 0.88], pd = 84.1%, ps = 74.4%, BF~10~ = 0.16",0.3,"[-0.27, 0.88]",0.841,0.744,0.16,10005.8,1
Laboratory and Cellular,Proteins,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.44, CI~95%~[-0.3, 1.24], pd = 86.7%, ps = 80.5%, BF~10~ = 0.24",0.44,"[-0.3, 1.24]",0.867,0.805,0.24,10902.5,1
Laboratory and Cellular,Proteins,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.65, CI~95%~[-0.24, 1.56], pd = 92%, ps = 88.4%, BF~10~ = 0.41",0.65,"[-0.24, 1.56]",0.92,0.884,0.41,10749.4,1
Laboratory and Cellular,Proteins,[Pathologies: Obesity (Yes)],"$\beta$ = -0.53, CI~95%~[-1.48, 0.44], pd = 86.3%, ps = 81.1%, BF~10~ = 0.31",-0.53,"[-1.48, 0.44]",0.863,0.811,0.31,10955,1
Laboratory and Cellular,Proteins,[Sex: Female],"$\beta$ = -0.53, CI~95%~[-1.03, -0.02], pd = 97.9%, ps = 95.3%, BF~10~ = 0.67",-0.53,"[-1.03, -0.02]",0.979,0.953,0.67,11878.8,1
Laboratory and Cellular,Total lymphocytes,[Education level: Linear],"$\beta$ = 1.11, CI~95%~[-1.46, 3.65], pd = 80.3%, ps = 78.2%, BF~10~ = 0.63",1.11,"[-1.46, 3.65]",0.803,0.782,0.63,7998.5,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.2, CI~95%~[-0.43, 0.02], pd = 95.9%, ps = 81.1%, BF~10~ = 0.16",-0.2,"[-0.43, 0.02]",0.959,0.811,0.16,13757.1,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.88, CI~95%~[0.13, 1.57], pd = 99.3%, ps = 98.3%, BF~10~ = 2.09",0.88,"[0.13, 1.57]",0.993,0.983,2.09,13150.5,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.81, CI~95%~[-1.61, -0.06], pd = 98%, ps = 96.6%, BF~10~ = 1.09",-0.81,"[-1.61, -0.06]",0.98,0.966,1.09,12612.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.47, CI~95%~[-0.41, 1.3], pd = 85.6%, ps = 80%, BF~10~ = 0.27",0.47,"[-0.41, 1.3]",0.856,0.8,0.27,12679.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.34, CI~95%~[-0.22, 0.93], pd = 88.1%, ps = 80.5%, BF~10~ = 0.2",0.34,"[-0.22, 0.93]",0.881,0.805,0.2,12896.3,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Education level: Linear],"$\beta$ = -1.05, CI~95%~[-3.47, 1.29], pd = 80.4%, ps = 78.2%, BF~10~ = 0.6",-1.05,"[-3.47, 1.29]",0.804,0.782,0.6,7667.5,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.41, CI~95%~[-1.05, 0.32], pd = 87.8%, ps = 81.3%, BF~10~ = 0.24",-0.41,"[-1.05, 0.32]",0.878,0.813,0.24,16073.2,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.47, CI~95%~[-0.24, 1.18], pd = 89.9%, ps = 84.2%, BF~10~ = 0.27",0.47,"[-0.24, 1.18]",0.899,0.842,0.27,11485.1,1
Laboratory and Cellular,Total lymphocytes,[PCOV NoV] x [Sex: Female],"$\beta$ = 0.32, CI~95%~[-0.17, 0.84], pd = 89.6%, ps = 80.7%, BF~10~ = 0.19",0.32,"[-0.17, 0.84]",0.896,0.807,0.19,15016,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score],"$\beta$ = 0.71, CI~95%~[-0.13, 1.59], pd = 94.9%, ps = 92%, BF~10~ = 0.56",0.71,"[-0.13, 1.59]",0.949,0.92,0.56,6917.9,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = 0.15, CI~95%~[-0.08, 0.39], pd = 90%, ps = 67.2%, BF~10~ = 0.09",0.15,"[-0.08, 0.39]",0.9,0.672,0.09,14657.6,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.52, CI~95%~[-1.16, 0.12], pd = 93.9%, ps = 89.5%, BF~10~ = 0.36",-0.52,"[-1.16, 0.12]",0.939,0.895,0.36,13501.7,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.59, CI~95%~[-1.59, 0.47], pd = 87%, ps = 82.3%, BF~10~ = 0.33",-0.59,"[-1.59, 0.47]",0.87,0.823,0.33,13588.4,1
Laboratory and Cellular,Total lymphocytes,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.69, CI~95%~[-1.23, -0.18], pd = 99.5%, ps = 98.6%, BF~10~ = 2.11",-0.69,"[-1.23, -0.18]",0.995,0.986,2.11,12262.1,1
Laboratory and Cellular,Total lymphocytes,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.33, CI~95%~[-0.36, 1.04], pd = 82.2%, ps = 74.3%, BF~10~ = 0.19",0.33,"[-0.36, 1.04]",0.822,0.743,0.19,12732.1,1
Laboratory and Cellular,Total lymphocytes,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.9, CI~95%~[-1.71, -0.07], pd = 98.4%, ps = 97.2%, BF~10~ = 1.38",-0.9,"[-1.71, -0.07]",0.984,0.972,1.38,13056.8,1
Laboratory and Cellular,Total lymphocytes,[Sex: Female],"$\beta$ = -0.25, CI~95%~[-0.69, 0.19], pd = 86.6%, ps = 75%, BF~10~ = 0.14",-0.25,"[-0.69, 0.19]",0.866,0.75,0.14,12781.1,1
